Measure,Port Name,Year of Date,Value
Buses,Calexico East,2019,1953
Buses,Brownsville,2019,6128
Buses,Santa Teresa,2018,232
Buses,San Ysidro,2018,32058
Buses,San Luis,2018,169
Buses,Roma,2018,401
Buses,Presidio,2018,1246
Buses,Otay Mesa,2018,29533
Buses,Nogales,2018,9569
Buses,Naco,2018,22
Buses,Lukeville,2018,532
Buses,Laredo,2018,38996
Buses,Hidalgo,2018,20026
Buses,El Paso,2018,15977
Buses,Eagle Pass,2018,2688
Buses,Douglas,2018,2501
Buses,Columbus,2018,1261
Buses,Calexico East,2018,2602
Buses,Brownsville,2018,6239
Buses,Tecate,2017,3
Buses,Santa Teresa,2017,269
Buses,San Ysidro,2017,33367
Buses,San Luis,2017,228
Buses,Roma,2017,414
Buses,Presidio,2017,663
Buses,Otay Mesa,2017,31467
Buses,Nogales,2017,12891
Buses,Naco,2017,16
Buses,Lukeville,2017,483
Buses,Laredo,2017,40220
Buses,Hidalgo,2017,20840
Buses,El Paso,2017,15898
Buses,Eagle Pass,2017,1858
Buses,Douglas,2017,2545
Buses,Columbus,2017,1377
Buses,Calexico East,2017,2881
Buses,Brownsville,2017,6476
Buses,Tornillo,2016,0
Buses,Tecate,2016,94
Buses,Sasabe,2016,0
Buses,Santa Teresa,2016,99
Buses,San Ysidro,2016,36215
Buses,San Luis,2016,117
Buses,Roma,2016,385
Buses,Rio Grande City,2016,0
Buses,Progreso,2016,0
Buses,Presidio,2016,538
Buses,Otay Mesa,2016,32877
Buses,Nogales,2016,10077
Buses,Naco,2016,5
Buses,Lukeville,2016,504
Buses,Laredo,2016,41856
Buses,Hidalgo,2016,25045
Buses,El Paso,2016,15050
Buses,Eagle Pass,2016,1035
Buses,Douglas,2016,2787
Buses,Del Rio,2016,0
Buses,Columbus,2016,1459
Buses,Calexico East,2016,2906
Buses,Calexico,2016,0
Buses,Brownsville,2016,7239
Buses,Boquillas,2016,0
Buses,Andrade,2016,0
Buses,Tornillo,2015,0
Buses,Tecate,2015,176
Buses,Sasabe,2015,0
Buses,Santa Teresa,2015,118
Buses,San Ysidro,2015,51693
Buses,San Luis,2015,70
Buses,Roma,2015,491
Buses,Rio Grande City,2015,0
Buses,Progreso,2015,0
Buses,Presidio,2015,626
Buses,Otay Mesa,2015,38303
Buses,Nogales,2015,9694
Buses,Naco,2015,3
Buses,Lukeville,2015,503
Buses,Laredo,2015,40065
Buses,Hidalgo,2015,25776
Buses,El Paso,2015,19739
Buses,Eagle Pass,2015,950
Buses,Douglas,2015,2818
Buses,Del Rio,2015,0
Buses,Columbus,2015,1206
Buses,Calexico East,2015,3064
Buses,Calexico,2015,0
Buses,Brownsville,2015,7387
Buses,Boquillas,2015,0
Buses,Andrade,2015,0
Buses,Tornillo,2014,0
Buses,Tecate,2014,237
Buses,Sasabe,2014,0
Buses,Santa Teresa,2014,129
Buses,San Ysidro,2014,57171
Buses,San Luis,2014,36
Buses,Roma,2014,429
Buses,Rio Grande City,2014,0
Buses,Progreso,2014,0
Buses,Presidio,2014,553
Buses,Otay Mesa,2014,41222
Buses,Nogales,2014,9423
Buses,Naco,2014,12
Buses,Lukeville,2014,498
Buses,Laredo,2014,41230
Buses,Hidalgo,2014,26087
Buses,El Paso,2014,21554
Buses,Eagle Pass,2014,1027
Buses,Douglas,2014,2267
Buses,Del Rio,2014,0
Buses,Columbus,2014,1495
Buses,Calexico East,2014,2785
Buses,Calexico,2014,0
Buses,Brownsville,2014,7625
Buses,Andrade,2014,0
Buses,Tornillo,2013,0
Buses,Tecate,2013,111
Buses,Sasabe,2013,0
Buses,Santa Teresa,2013,215
Buses,San Ysidro,2013,60173
Buses,San Luis,2013,16
Buses,Roma,2013,507
Buses,Rio Grande City,2013,0
Buses,Progreso,2013,1
Buses,Presidio,2013,383
Buses,Otay Mesa,2013,42145
Buses,Nogales,2013,8699
Buses,Naco,2013,17
Buses,Lukeville,2013,486
Buses,Laredo,2013,38017
Buses,Hidalgo,2013,22521
Buses,El Paso,2013,21595
Buses,Eagle Pass,2013,927
Buses,Douglas,2013,2076
Buses,Del Rio,2013,0
Buses,Columbus,2013,1297
Buses,Calexico East,2013,2571
Buses,Calexico,2013,0
Buses,Brownsville,2013,8443
Buses,Andrade,2013,0
Buses,Tornillo,2012,0
Buses,Tecate,2012,110
Buses,Sasabe,2012,0
Buses,Santa Teresa,2012,258
Buses,San Ysidro,2012,68194
Buses,San Luis,2012,13
Buses,Roma,2012,486
Buses,Rio Grande City,2012,0
Buses,Progreso,2012,1
Buses,Presidio,2012,435
Buses,Otay Mesa,2012,37799
Buses,Nogales,2012,8068
Buses,Naco,2012,21
Buses,Lukeville,2012,390
Buses,Laredo,2012,38368
Buses,Hidalgo,2012,20476
Buses,El Paso,2012,22798
Buses,Eagle Pass,2012,889
Buses,Douglas,2012,2065
Buses,Del Rio,2012,3
Buses,Columbus,2012,1393
Buses,Calexico East,2012,2564
Buses,Calexico,2012,0
Buses,Brownsville,2012,7880
Buses,Andrade,2012,0
Buses,Tornillo,2011,0
Buses,Tecate,2011,282
Buses,Sasabe,2011,0
Buses,Santa Teresa,2011,315
Buses,San Ysidro,2011,60945
Buses,San Luis,2011,16
Buses,Roma,2011,445
Buses,Rio Grande City,2011,0
Buses,Progreso,2011,8
Buses,Presidio,2011,352
Buses,Otay Mesa,2011,34503
Buses,Nogales,2011,9144
Buses,Naco,2011,21
Buses,Lukeville,2011,418
Buses,Laredo,2011,42980
Buses,Hidalgo,2011,20992
Buses,El Paso,2011,23421
Buses,Eagle Pass,2011,870
Buses,Douglas,2011,1987
Buses,Del Rio,2011,6
Buses,Columbus,2011,1447
Buses,Calexico East,2011,3193
Buses,Calexico,2011,0
Buses,Brownsville,2011,6978
Buses,Andrade,2011,1
Buses,Tornillo,2010,0
Buses,Tecate,2010,230
Buses,Sasabe,2010,0
Buses,Santa Teresa,2010,440
Buses,San Ysidro,2010,70548
Buses,San Luis,2010,30
Buses,Roma,2010,745
Buses,Rio Grande City,2010,0
Buses,Progreso,2010,65
Buses,Presidio,2010,373
Buses,Otay Mesa,2010,34630
Buses,Nogales,2010,9872
Buses,Naco,2010,37
Buses,Lukeville,2010,503
Buses,Laredo,2010,44121
Buses,Hidalgo,2010,20031
Buses,El Paso,2010,22852
Buses,Eagle Pass,2010,918
Buses,Douglas,2010,2182
Buses,Del Rio,2010,8
Buses,Columbus,2010,1633
Buses,Calexico East,2010,1897
Buses,Calexico,2010,0
Buses,Brownsville,2010,7639
Buses,Andrade,2010,0
Buses,Tornillo,2009,0
Buses,Tecate,2009,197
Buses,Sasabe,2009,0
Buses,Santa Teresa,2009,329
Buses,San Ysidro,2009,72450
Buses,San Luis,2009,59
Buses,Roma,2009,803
Buses,Rio Grande City,2009,0
Buses,Progreso,2009,65
Buses,Presidio,2009,229
Buses,Otay Mesa,2009,34595
Buses,Nogales,2009,11096
Buses,Naco,2009,28
Buses,Lukeville,2009,873
Buses,Laredo,2009,43342
Buses,Hidalgo,2009,28407
Buses,El Paso,2009,19474
Buses,Eagle Pass,2009,1364
Buses,Douglas,2009,1979
Buses,Del Rio,2009,6
Buses,Columbus,2009,2261
Buses,Calexico East,2009,2451
Buses,Calexico,2009,25
Buses,Brownsville,2009,8421
Buses,Andrade,2009,0
Buses,Tornillo,2008,0
Buses,Tecate,2008,289
Buses,Sasabe,2008,0
Buses,Santa Teresa,2008,341
Buses,San Ysidro,2008,87787
Buses,San Luis,2008,64
Buses,Roma,2008,1049
Buses,Rio Grande City,2008,0
Buses,Progreso,2008,175
Buses,Presidio,2008,146
Buses,Otay Mesa,2008,47758
Buses,Nogales,2008,11585
Buses,Naco,2008,47
Buses,Lukeville,2008,1426
Buses,Laredo,2008,39122
Buses,Hidalgo,2008,33127
Buses,El Paso,2008,24716
Buses,Eagle Pass,2008,1625
Buses,Douglas,2008,2536
Buses,Del Rio,2008,236
Buses,Columbus,2008,2644
Buses,Calexico East,2008,1669
Buses,Calexico,2008,1352
Buses,Brownsville,2008,8720
Buses,Andrade,2008,0
Buses,Tornillo,2007,0
Buses,Tecate,2007,217
Buses,Sasabe,2007,0
Buses,Santa Teresa,2007,164
Buses,San Ysidro,2007,97726
Buses,San Luis,2007,53
Buses,Roma,2007,956
Buses,Rio Grande City,2007,0
Buses,Progreso,2007,277
Buses,Presidio,2007,283
Buses,Otay Mesa,2007,47258
Buses,Nogales,2007,12375
Buses,Naco,2007,135
Buses,Lukeville,2007,1622
Buses,Laredo,2007,37106
Buses,Hidalgo,2007,28942
Buses,El Paso,2007,18530
Buses,Eagle Pass,2007,1409
Buses,Douglas,2007,2728
Buses,Del Rio,2007,2086
Buses,Columbus,2007,2721
Buses,Calexico East,2007,1170
Buses,Calexico,2007,996
Buses,Brownsville,2007,8408
Buses,Andrade,2007,0
Buses,Tornillo,2006,0
Buses,Tecate,2006,318
Buses,Sasabe,2006,0
Buses,Santa Teresa,2006,122
Buses,San Ysidro,2006,100632
Buses,San Luis,2006,96
Buses,Roma,2006,1108
Buses,Rio Grande City,2006,7
Buses,Progreso,2006,368
Buses,Presidio,2006,760
Buses,Otay Mesa,2006,44793
Buses,Nogales,2006,11521
Buses,Naco,2006,189
Buses,Lukeville,2006,3646
Buses,Laredo,2006,37105
Buses,Hidalgo,2006,27344
Buses,El Paso,2006,14843
Buses,Eagle Pass,2006,1044
Buses,Douglas,2006,3084
Buses,Del Rio,2006,1125
Buses,Columbus,2006,2314
Buses,Calexico East,2006,1518
Buses,Calexico,2006,1720
Buses,Brownsville,2006,9188
Buses,Andrade,2006,17
Buses,Tornillo,2005,0
Buses,Tecate,2005,351
Buses,Sasabe,2005,0
Buses,Santa Teresa,2005,116
Buses,San Ysidro,2005,105930
Buses,San Luis,2005,83
Buses,Roma,2005,1649
Buses,Rio Grande City,2005,0
Buses,Progreso,2005,228
Buses,Presidio,2005,965
Buses,Otay Mesa,2005,39203
Buses,Nogales,2005,8988
Buses,Naco,2005,402
Buses,Lukeville,2005,747
Buses,Laredo,2005,35841
Buses,Hidalgo,2005,27964
Buses,El Paso,2005,15993
Buses,Eagle Pass,2005,1040
Buses,Douglas,2005,3241
Buses,Del Rio,2005,1130
Buses,Columbus,2005,1262
Buses,Calexico East,2005,284
Buses,Calexico,2005,2217
Buses,Brownsville,2005,8748
Buses,Andrade,2005,14
Buses,Tornillo,2004,0
Buses,Tecate,2004,267
Buses,Sasabe,2004,0
Buses,Santa Teresa,2004,84
Buses,San Ysidro,2004,109946
Buses,San Luis,2004,74
Buses,Roma,2004,1571
Buses,Rio Grande City,2004,0
Buses,Progreso,2004,364
Buses,Presidio,2004,407
Buses,Otay Mesa,2004,41032
Buses,Nogales,2004,6842
Buses,Naco,2004,496
Buses,Lukeville,2004,112
Buses,Laredo,2004,37902
Buses,Hidalgo,2004,32701
Buses,El Paso,2004,17551
Buses,Eagle Pass,2004,1328
Buses,Douglas,2004,5128
Buses,Del Rio,2004,207
Buses,Columbus,2004,1231
Buses,Calexico East,2004,406
Buses,Calexico,2004,1477
Buses,Brownsville,2004,9871
Buses,Andrade,2004,30
Buses,Tornillo,2003,0
Buses,Tecate,2003,318
Buses,Sasabe,2003,0
Buses,Santa Teresa,2003,248
Buses,San Ysidro,2003,110820
Buses,San Luis,2003,38
Buses,Roma,2003,2054
Buses,Rio Grande City,2003,0
Buses,Progreso,2003,409
Buses,Presidio,2003,302
Buses,Otay Mesa,2003,72749
Buses,Nogales,2003,6705
Buses,Naco,2003,105
Buses,Lukeville,2003,131
Buses,Laredo,2003,35406
Buses,Hidalgo,2003,32805
Buses,El Paso,2003,30031
Buses,Eagle Pass,2003,1691
Buses,Douglas,2003,6428
Buses,Del Rio,2003,4178
Buses,Columbus,2003,1158
Buses,Calexico East,2003,311
Buses,Calexico,2003,1472
Buses,Brownsville,2003,11673
Buses,Andrade,2003,55
Buses,Tornillo,2002,0
Buses,Tecate,2002,484
Buses,Sasabe,2002,0
Buses,Santa Teresa,2002,140
Buses,San Ysidro,2002,97042
Buses,San Luis,2002,102
Buses,Roma,2002,2540
Buses,Rio Grande City,2002,3
Buses,Progreso,2002,822
Buses,Presidio,2002,297
Buses,Otay Mesa,2002,65474
Buses,Nogales,2002,6796
Buses,Naco,2002,41
Buses,Lukeville,2002,192
Buses,Laredo,2002,38852
Buses,Hidalgo,2002,31952
Buses,El Paso,2002,32270
Buses,Eagle Pass,2002,2679
Buses,Douglas,2002,6080
Buses,Del Rio,2002,6593
Buses,Columbus,2002,807
Buses,Calexico East,2002,395
Buses,Calexico,2002,1920
Buses,Brownsville,2002,13789
Buses,Andrade,2002,90
Buses,Tornillo,2001,0
Buses,Tecate,2001,511
Buses,Sasabe,2001,0
Buses,Santa Teresa,2001,32
Buses,San Ysidro,2001,102627
Buses,San Luis,2001,35
Buses,Roma,2001,3426
Buses,Rio Grande City,2001,2
Buses,Progreso,2001,474
Buses,Presidio,2001,331
Buses,Otay Mesa,2001,57954
Buses,Nogales,2001,7238
Buses,Naco,2001,0
Buses,Lukeville,2001,554
Buses,Laredo,2001,39718
Buses,Hidalgo,2001,33017
Buses,El Paso,2001,10556
Buses,Eagle Pass,2001,2670
Buses,Douglas,2001,5517
Buses,Del Rio,2001,6853
Buses,Columbus,2001,434
Buses,Calexico East,2001,392
Buses,Calexico,2001,1837
Buses,Brownsville,2001,14026
Buses,Andrade,2001,81
Buses,Tornillo,2000,0
Buses,Tecate,2000,608
Buses,Sasabe,2000,0
Buses,Santa Teresa,2000,41
Buses,San Ysidro,2000,101244
Buses,San Luis,2000,38
Buses,Roma,2000,4062
Buses,Rio Grande City,2000,0
Buses,Progreso,2000,516
Buses,Presidio,2000,370
Buses,Otay Mesa,2000,47683
Buses,Nogales,2000,8899
Buses,Naco,2000,0
Buses,Lukeville,2000,404
Buses,Laredo,2000,34529
Buses,Hidalgo,2000,31836
Buses,El Paso,2000,8102
Buses,Eagle Pass,2000,2676
Buses,Douglas,2000,5068
Buses,Del Rio,2000,7053
Buses,Columbus,2000,15
Buses,Calexico East,2000,222
Buses,Calexico,2000,1266
Buses,Brownsville,2000,16073
Buses,Andrade,2000,87
Buses,Tornillo,1999,0
Buses,Tecate,1999,615
Buses,Sasabe,1999,0
Buses,Santa Teresa,1999,56
Buses,San Ysidro,1999,108025
Buses,San Luis,1999,59
Buses,Roma,1999,4258
Buses,Rio Grande City,1999,0
Buses,Progreso,1999,453
Buses,Presidio,1999,407
Buses,Otay Mesa,1999,46142
Buses,Nogales,1999,5814
Buses,Naco,1999,0
Buses,Lukeville,1999,495
Buses,Laredo,1999,31371
Buses,Hidalgo,1999,54598
Buses,El Paso,1999,6956
Buses,Eagle Pass,1999,3278
Buses,Douglas,1999,3650
Buses,Del Rio,1999,7042
Buses,Columbus,1999,20
Buses,Calexico East,1999,459
Buses,Calexico,1999,1351
Buses,Brownsville,1999,12702
Buses,Andrade,1999,68
Buses,Tornillo,1998,0
Buses,Tecate,1998,380
Buses,Sasabe,1998,0
Buses,Santa Teresa,1998,28
Buses,San Ysidro,1998,107563
Buses,San Luis,1998,22
Buses,Roma,1998,3683
Buses,Rio Grande City,1998,0
Buses,Progreso,1998,374
Buses,Presidio,1998,423
Buses,Otay Mesa,1998,26978
Buses,Nogales,1998,1407
Buses,Naco,1998,56
Buses,Lukeville,1998,457
Buses,Laredo,1998,25856
Buses,Hidalgo,1998,62962
Buses,El Paso,1998,5795
Buses,Eagle Pass,1998,3767
Buses,Douglas,1998,3650
Buses,Del Rio,1998,6802
Buses,Columbus,1998,22
Buses,Calexico East,1998,1164
Buses,Calexico,1998,1164
Buses,Brownsville,1998,10678
Buses,Andrade,1998,109
Buses,Tornillo,1997,0
Buses,Tecate,1997,753
Buses,Sasabe,1997,0
Buses,Santa Teresa,1997,0
Buses,San Ysidro,1997,96208
Buses,San Luis,1997,65
Buses,Roma,1997,3961
Buses,Rio Grande City,1997,0
Buses,Progreso,1997,317
Buses,Presidio,1997,380
Buses,Otay Mesa,1997,18586
Buses,Nogales,1997,438
Buses,Naco,1997,0
Buses,Lukeville,1997,418
Buses,Laredo,1997,24108
Buses,Hidalgo,1997,50541
Buses,El Paso,1997,5629
Buses,Eagle Pass,1997,3918
Buses,Douglas,1997,3651
Buses,Del Rio,1997,7042
Buses,Columbus,1997,38
Buses,Calexico East,1997,994
Buses,Calexico,1997,813
Buses,Brownsville,1997,7763
Buses,Andrade,1997,126
Buses,Tornillo,1996,0
Buses,Tecate,1996,951
Buses,Sasabe,1996,0
Buses,Santa Teresa,1996,0
Buses,San Ysidro,1996,0
Buses,San Luis,1996,62
Buses,Roma,1996,3987
Buses,Rio Grande City,1996,0
Buses,Progreso,1996,264
Buses,Presidio,1996,424
Buses,Otay Mesa,1996,19921
Buses,Nogales,1996,273
Buses,Naco,1996,1
Buses,Lukeville,1996,419
Buses,Laredo,1996,25498
Buses,Hidalgo,1996,40277
Buses,El Paso,1996,5298
Buses,Eagle Pass,1996,4477
Buses,Douglas,1996,3353
Buses,Del Rio,1996,7062
Buses,Columbus,1996,14
Buses,Calexico East,1996,0
Buses,Calexico,1996,1612
Buses,Brownsville,1996,5570
Buses,Andrade,1996,47
Pedestrians,Ysleta,2023,773435
Pedestrians,Tornillo,2023,21467
Pedestrians,Tecate,2023,566835
Pedestrians,Sasabe,2023,335
Pedestrians,Santa Teresa,2023,93411
Pedestrians,San Ysidro,2023,4596303
Pedestrians,San Luis,2023,1430477
Pedestrians,Roma,2023,113110
Pedestrians,Rio Grande City,2023,50843
Pedestrians,Progreso,2023,785736
Pedestrians,Presidio,2023,148165
Pedestrians,Otay Mesa,2023,1792640
Pedestrians,Nogales,2023,1907534
Pedestrians,Naco,2023,52917
Pedestrians,Lukeville,2023,51563
Pedestrians,Laredo,2023,1814743
Pedestrians,Hidalgo,2023,1432840
Pedestrians,El Paso,2023,2601995
Pedestrians,Eagle Pass,2023,609577
Pedestrians,Douglas,2023,472915
Pedestrians,Del Rio,2023,119928
Pedestrians,Cross Border Xpress,2023,1610587
Pedestrians,Columbus,2023,158072
Pedestrians,Calexico East,2023,300880
Pedestrians,Calexico,2023,1808919
Pedestrians,Brownsville,2023,1895731
Pedestrians,Boquillas,2023,4644
Pedestrians,Andrade,2023,438790
Pedestrians,Ysleta,2022,1404681
Pedestrians,Tornillo,2022,36987
Pedestrians,Tecate,2022,771889
Pedestrians,Sasabe,2022,783
Pedestrians,Santa Teresa,2022,120918
Pedestrians,San Ysidro,2022,6678157
Pedestrians,San Luis,2022,2058032
Pedestrians,Roma,2022,191421
Pedestrians,Rio Grande City,2022,69692
Pedestrians,Progreso,2022,1154924
Pedestrians,Presidio,2022,195857
Pedestrians,Otay Mesa,2022,2710327
Pedestrians,Nogales,2022,2565614
Pedestrians,Naco,2022,86760
Pedestrians,Lukeville,2022,71707
Pedestrians,Laredo,2022,2490687
Pedestrians,Hidalgo,2022,2069123
Pedestrians,El Paso,2022,3650111
Pedestrians,Eagle Pass,2022,774173
Pedestrians,Douglas,2022,683612
Pedestrians,Del Rio,2022,161310
Pedestrians,Cross Border Xpress,2022,2253983
Pedestrians,Columbus,2022,161254
Pedestrians,Calexico East,2022,449568
Pedestrians,Calexico,2022,2604066
Pedestrians,Brownsville,2022,1832544
Pedestrians,Boquillas,2022,2659
Pedestrians,Andrade,2022,636065
Pedestrians,Ysleta,2021,1036446
Pedestrians,Tornillo,2021,60435
Pedestrians,Tecate,2021,621473
Pedestrians,Sasabe,2021,844
Pedestrians,Santa Teresa,2021,55400
Pedestrians,San Ysidro,2021,5278185
Pedestrians,San Luis,2021,1875567
Pedestrians,Roma,2021,247673
Pedestrians,Rio Grande City,2021,69052
Pedestrians,Progreso,2021,983883
Pedestrians,Presidio,2021,145275
Pedestrians,Otay Mesa,2021,2269506
Pedestrians,Nogales,2021,1756606
Pedestrians,Naco,2021,76230
Pedestrians,Lukeville,2021,35471
Pedestrians,Laredo,2021,1804322
Pedestrians,Hidalgo,2021,1362515
Pedestrians,El Paso,2021,2981773
Pedestrians,Eagle Pass,2021,574935
Pedestrians,Douglas,2021,570039
Pedestrians,Del Rio,2021,105754
Pedestrians,Cross Border Xpress,2021,1465860
Pedestrians,Columbus,2021,177821
Pedestrians,Calexico East,2021,211158
Pedestrians,Calexico,2021,2224123
Pedestrians,Brownsville,2021,1398586
Pedestrians,Boquillas,2021,183
Pedestrians,Andrade,2021,545555
Pedestrians,Ysleta,2020,330842
Pedestrians,Tornillo,2020,16153
Pedestrians,Tecate,2020,512467
Pedestrians,Sasabe,2020,475
Pedestrians,Santa Teresa,2020,52103
Pedestrians,San Ysidro,2020,5043034
Pedestrians,San Luis,2020,1821114
Pedestrians,Roma,2020,143306
Pedestrians,Rio Grande City,2020,38556
Pedestrians,Progreso,2020,744162
Pedestrians,Presidio,2020,120000
Pedestrians,Otay Mesa,2020,2188463
Pedestrians,Nogales,2020,1419544
Pedestrians,Naco,2020,59171
Pedestrians,Lukeville,2020,21099
Pedestrians,Laredo,2020,1707840
Pedestrians,Hidalgo,2020,1335534
Pedestrians,El Paso,2020,3035299
Pedestrians,Eagle Pass,2020,532169
Pedestrians,Douglas,2020,549165
Pedestrians,Del Rio,2020,162836
Pedestrians,Cross Border Xpress,2020,920408
Pedestrians,Columbus,2020,68620
Pedestrians,Calexico East,2020,168847
Pedestrians,Calexico,2020,1983805
Pedestrians,Brownsville,2020,1469397
Pedestrians,Boquillas,2020,8319
Pedestrians,Andrade,2020,545774
Pedestrians,Tornillo,2019,40585
Pedestrians,Tecate,2019,927472
Pedestrians,Sasabe,2019,446
Pedestrians,Santa Teresa,2019,166754
Pedestrians,San Ysidro,2019,10799398
Pedestrians,San Luis,2019,2529641
Pedestrians,Roma,2019,307735
Pedestrians,Rio Grande City,2019,69637
Pedestrians,Progreso,2019,1140120
Pedestrians,Presidio,2019,308782
Pedestrians,Otay Mesa,2019,3567271
Pedestrians,Nogales,2019,3419267
Pedestrians,Naco,2019,95557
Pedestrians,Lukeville,2019,51952
Pedestrians,Laredo,2019,3790022
Pedestrians,Hidalgo,2019,2347699
Pedestrians,El Paso,2019,7626455
Pedestrians,Eagle Pass,2019,861632
Pedestrians,Douglas,2019,898173
Pedestrians,Del Rio,2019,236874
Pedestrians,Cross Border Xpress,2019,1620661
Pedestrians,Columbus,2019,275235
Pedestrians,Calexico East,2019,382535
Pedestrians,Calexico,2019,3707777
Pedestrians,Brownsville,2019,3123843
Pedestrians,Boquillas,2019,22679
Pedestrians,Andrade,2019,857724
Pedestrians,Tornillo,2018,37948
Pedestrians,Tecate,2018,837643
Pedestrians,Sasabe,2018,524
Pedestrians,Santa Teresa,2018,145702
Pedestrians,San Ysidro,2018,9435611
Pedestrians,San Luis,2018,2640907
Pedestrians,Roma,2018,229267
Pedestrians,Rio Grande City,2018,61271
Pedestrians,Progreso,2018,1034129
Pedestrians,Presidio,2018,252011
Pedestrians,Otay Mesa,2018,3391349
Pedestrians,Nogales,2018,3422816
Pedestrians,Naco,2018,152162
Pedestrians,Lukeville,2018,46499
Pedestrians,Laredo,2018,3701135
Pedestrians,Hidalgo,2018,2170334
Pedestrians,El Paso,2018,7218420
Pedestrians,Eagle Pass,2018,703659
Pedestrians,Douglas,2018,847568
Pedestrians,Del Rio,2018,166084
Pedestrians,Cross Border Xpress,2018,1279074
Pedestrians,Columbus,2018,278133
Pedestrians,Calexico East,2018,300463
Pedestrians,Calexico,2018,4014519
Pedestrians,Brownsville,2018,2893455
